Platform Id,Base_Text,Latitude,Longitude,Runway,Year,Month,Day,Hour,Weather,Air Temp (C),Dew Point (C),Wind Direction,Cross_Wind,Wind Gust Speed,Peak Wind (Knots),Precip Hr1,Visibility (M),Cloud Cover,Cloud Ceiling (Feet),Icing_Percent_Low,Icing_Percent_Med,Icing_Percent_High
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,19,snow,-12.0,-12.0,360.0,0.9282960169239578,14.0,14.0,0.0,9999.0,OVC,1800.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,20,snow,-13.0,-13.0,350.0,-8.976901035867872,15.0,15.0,0.0,9999.0,OVC,1700.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,21,snow,-13.0,-13.0,350.0,-10.173821173983587,17.0,17.0,0.0,9999.0,OVC,1700.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,22,snow,-14.0,-14.0,350.0,-8.378440966810013,14.0,14.0,0.0,8000.0,OVC,1600.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,23,snow,-16.0,-16.0,340.0,8.441952769074973,9.0,9.0,0.0,9999.0,BKN,4900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,2,23,snow,-14.0,-14.0,350.0,-8.378440966810013,14.0,14.0,0.0,8000.0,OVC,1700.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,0,snow,-15.0,-15.0,340.0,8.441952769074973,9.0,9.0,0.0,9999.0,BKN,6000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,1,snow,-15.0,-15.0,350.0,-6.583060759636439,11.0,11.0,0.0,9999.0,SCT,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,2,snow,-15.0,-15.0,350.0,-7.181520828694297,12.0,12.0,0.0,9999.0,BKN,6000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,3,snow,-15.0,-15.0,350.0,-8.976901035867872,15.0,15.0,0.0,9999.0,BKN,6000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,4,snow,-16.0,-16.0,350.0,-8.378440966810013,14.0,14.0,0.0,9999.0,BKN,6000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,5,snow,-15.0,-15.0,350.0,-7.779980897752155,13.0,13.0,0.0,9999.0,BKN,6000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,6,snow,-15.0,-15.0,350.0,-7.779980897752155,13.0,13.0,0.0,9999.0,BKN,1000.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,7,snow,-15.0,-15.0,350.0,-7.779980897752155,13.0,13.0,0.0,9999.0,BKN,1000.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,8,snow,-15.0,-15.0,350.0,-7.779980897752155,13.0,13.0,0.0,9999.0,BKN,1400.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,9,snow,-15.0,-15.0,350.0,-8.378440966810013,14.0,14.0,0.0,9999.0,BKN,1200.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,10,snow,-16.0,-16.0,350.0,-7.181520828694297,12.0,12.0,0.0,9999.0,OVC,1200.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,11,snow,-16.0,-16.0,350.0,-7.779980897752155,13.0,13.0,0.0,8000.0,OVC,1200.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,12,snow,-16.0,-16.0,350.0,-8.976901035867872,15.0,15.0,0.0,3200.0,OVC,1200.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,12,snow,-16.0,-16.0,340.0,12.19393177755274,13.0,13.0,0.0,9999.0,OVC,1200.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,13,snow,-17.0,-17.0,350.0,-7.779980897752155,13.0,13.0,0.0,6400.0,OVC,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,13,snow,-16.0,-16.0,350.0,-8.976901035867872,15.0,15.0,0.0,3200.0,OVC,1400.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,14,snow,-17.0,-17.0,350.0,-8.976901035867872,15.0,15.0,0.0,3200.0,OVC,2500.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,14,snow,-17.0,-17.0,350.0,-8.976901035867872,15.0,15.0,0.0,8000.0,OVC,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,15,snow,-16.0,-16.0,340.0,16.883905538149946,18.0,18.0,0.0,6400.0,OVC,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,16,snow,-16.0,-16.0,350.0,-10.772281243041446,18.0,18.0,0.0,4800.0,OVC,2500.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,16,snow,-16.0,-16.0,340.0,15.945910786030506,17.0,17.0,0.0,4800.0,BKN,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,17,snow,-16.0,-16.0,340.0,15.945910786030506,17.0,17.0,0.0,4800.0,BKN,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,18,snow,-16.0,-16.0,350.0,-10.173821173983587,17.0,17.0,0.0,4000.0,OVC,2600.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,19,snow,-15.0,-15.0,340.0,15.945910786030506,17.0,17.0,0.0,6400.0,OVC,3000.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,19,snow,-16.0,-16.0,350.0,-10.772281243041446,18.0,18.0,0.0,2400.0,OVC,2500.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,20,snow,-16.0,-16.0,350.0,-10.173821173983587,17.0,17.0,0.0,3200.0,OVC,2000.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,21,snow,-15.0,-15.0,340.0,16.883905538149946,18.0,18.0,0.0,6400.0,OVC,3900.0,0.44388270980788674,0.4351196494775868,0.22413211998651836
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,3,22,snow,-15.0,-15.0,350.0,-10.772281243041446,18.0,18.0,0.0,6400.0,BKN,6500.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,0,snow,-16.0,-16.0,340.0,15.007916033911064,16.0,16.0,0.0,6400.0,OVC,7000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,1,snow,-17.0,-17.0,340.0,15.007916033911064,16.0,16.0,0.0,8000.0,OVC,7000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,2,snow,-17.0,-17.0,340.0,18.75989504238883,20.0,20.0,0.0,9999.0,OVC,7000.0,0.39008766014834795,0.3867161159811194,0.14935940660822658
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,3,snow,-19.0,-19.0,340.0,12.19393177755274,13.0,13.0,0.0,9999.0,SCT,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,5,snow,-20.0,-20.0,330.0,-10.73192244074761,11.0,11.0,0.0,9999.0,FEW,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,6,snow,-20.0,-20.0,310.0,-1.7803221660384139,9.0,9.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,7,clear,-22.0,-22.0,320.0,5.594006451827001,8.0,8.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,8,clear,-22.0,-22.0,320.0,5.594006451827001,8.0,8.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,9,clear,-21.0,-21.0,310.0,-1.9781357400426822,10.0,10.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,10,clear,-22.0,-22.0,300.0,-3.305621974092268,9.0,9.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,11,clear,-22.0,-22.0,300.0,-2.938330643637572,8.0,8.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,12,clear,-22.0,-22.0,310.0,-1.5825085920341457,8.0,8.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,13,clear,-24.0,-24.0,270.0,5.173913233726103,6.0,6.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,14,clear,-24.0,-24.0,270.0,2.5869566168630516,3.0,3.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,15,clear,-24.0,-24.0,240.0,3.1665960154314994,5.0,5.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
KRDR,"Grand Forks, AFB",47.96111,-97.40111,170,2000,1,4,16,clear,-21.0,-21.0,270.0,6.036232106013787,7.0,7.0,0.0,9999.0,CLR,72000.0,0.0,0.0,0.0
